epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,128.952,0.84848,2.35221,0.90631,0.09391,0.50299,0.23563,0.19156,0.7656,2.26468,0.91908,0.000309664,0.000309664,0.000309664
41,131.888,0.85333,2.31703,0.90716,0.14118,0.41946,0.30816,0.24334,0.72779,2.25061,0.91016,0.000306912,0.000306912,0.000306912
42,136.553,0.83337,2.34398,0.90811,0.2681,0.36766,0.3437,0.27614,0.7495,2.17238,0.91359,0.00030416,0.00030416,0.00030416
43,139.955,0.81849,2.30468,0.9069,0.20437,0.41739,0.34417,0.27899,0.7683,2.24734,0.91316,0.000301408,0.000301408,0.000301408
44,143.292,0.82897,2.2936,0.90648,0.13643,0.39075,0.31119,0.25347,0.77612,2.19248,0.91812,0.000298655,0.000298655,0.000298655
45,146.176,0.82383,2.29768,0.90796,0.21505,0.39511,0.33371,0.26777,0.79104,2.02758,0.90967,0.000295903,0.000295903,0.000295903
46,148.964,0.83785,2.25149,0.90081,0.18521,0.43949,0.32523,0.26375,0.85726,1.95017,0.91701,0.000293151,0.000293151,0.000293151
47,151.702,0.83582,2.28612,0.90688,0.15594,0.42065,0.29859,0.23969,0.80712,2.30811,0.92186,0.000290399,0.000290399,0.000290399
48,154.581,0.83664,2.20997,0.91513,0.20419,0.3634,0.27491,0.21931,0.82307,2.09791,0.92786,0.000287647,0.000287647,0.000287647
49,157.713,0.8164,2.18899,0.89538,0.24613,0.43093,0.30029,0.2371,0.76341,2.10654,0.90959,0.000284894,0.000284894,0.000284894
50,160.363,0.84997,2.15501,0.91319,0.29568,0.33111,0.28629,0.22501,0.82286,2.20869,0.93371,0.000282142,0.000282142,0.000282142
51,163.287,0.81071,2.16459,0.89817,0.35175,0.34716,0.30018,0.23853,0.81375,2.14285,0.93267,0.00027939,0.00027939,0.00027939
52,166.138,0.81547,2.12468,0.90035,0.20625,0.43589,0.3649,0.2863,0.74331,1.9595,0.90428,0.000276638,0.000276638,0.000276638
53,170.81,0.81491,2.09933,0.90918,0.15657,0.46797,0.36062,0.28636,0.75686,2.04017,0.91575,0.000273886,0.000273886,0.000273886
54,173.898,0.82076,2.12211,0.89808,0.189,0.36845,0.36653,0.29513,0.77851,2.28594,0.93279,0.000271133,0.000271133,0.000271133
55,176.761,0.81818,2.083,0.91211,0.16967,0.48934,0.35505,0.28457,0.80414,2.0441,0.92622,0.000268381,0.000268381,0.000268381
56,179.389,0.82305,2.00201,0.91324,0.27131,0.31717,0.32405,0.25984,0.76653,2.15731,0.91777,0.000265629,0.000265629,0.000265629
57,182.514,0.81654,2.0062,0.90731,0.38011,0.31095,0.34886,0.28271,0.74277,2.00741,0.91037,0.000262877,0.000262877,0.000262877
58,185.362,0.82008,2.02036,0.9113,0.19935,0.51825,0.30692,0.24646,0.7373,2.23832,0.90983,0.000260125,0.000260125,0.000260125
59,188.249,0.81242,1.96731,0.9101,0.20279,0.47619,0.33647,0.26963,0.75762,2.2013,0.91188,0.000257372,0.000257372,0.000257372
60,191.302,0.8088,1.9197,0.90393,0.18753,0.49767,0.36509,0.29152,0.75724,1.97551,0.90541,0.00025462,0.00025462,0.00025462
61,194.496,0.79394,1.9994,0.89534,0.22114,0.44064,0.36977,0.29158,0.76359,2.10632,0.9093,0.000251868,0.000251868,0.000251868
62,197.549,0.78253,1.9029,0.90153,0.22268,0.44904,0.41346,0.33024,0.75998,2.00004,0.91663,0.000249116,0.000249116,0.000249116
63,200.392,0.81012,1.91744,0.89639,0.3634,0.37938,0.40561,0.32163,0.75863,2.21332,0.91742,0.000246364,0.000246364,0.000246364
64,205.346,0.81259,1.84703,0.89662,0.27348,0.40563,0.38827,0.30683,0.79247,1.99383,0.91665,0.000243611,0.000243611,0.000243611
65,208.293,0.81762,1.86302,0.90493,0.2893,0.54264,0.37968,0.29891,0.81843,2.13222,0.93118,0.000240859,0.000240859,0.000240859
66,210.902,0.82807,1.8244,0.90221,0.29037,0.51318,0.39141,0.3114,0.82815,2.16375,0.923,0.000238107,0.000238107,0.000238107
67,213.43,0.80525,1.76726,0.90294,0.2474,0.46824,0.37256,0.29534,0.80571,2.01567,0.92952,0.000235355,0.000235355,0.000235355
68,216.309,0.80809,1.75334,0.89155,0.27642,0.50421,0.36687,0.28755,0.84285,2.05521,0.93513,0.000232603,0.000232603,0.000232603
69,219.436,0.81435,1.75209,0.89411,0.26437,0.54219,0.35813,0.28147,0.8598,1.79427,0.93022,0.00022985,0.00022985,0.00022985
70,222.33,0.80541,1.83343,0.91329,0.25207,0.46046,0.40478,0.32222,0.833,2.21778,0.92684,0.000227098,0.000227098,0.000227098
71,225.037,0.79484,1.80404,0.91731,0.30958,0.47345,0.38,0.30322,0.8175,1.67641,0.92426,0.000224346,0.000224346,0.000224346
72,228.123,0.78146,1.75507,0.89651,0.43132,0.39533,0.40789,0.32378,0.76331,1.87556,0.91384,0.000221594,0.000221594,0.000221594
73,231.131,0.78025,1.7064,0.89896,0.26094,0.48634,0.38522,0.30788,0.8109,1.83258,0.92099,0.000218842,0.000218842,0.000218842
74,233.911,0.80839,1.67961,0.90946,0.30961,0.4724,0.41587,0.32921,0.82554,1.81486,0.92008,0.000216089,0.000216089,0.000216089
75,238.485,0.78544,1.72559,0.89174,0.3069,0.47662,0.41743,0.32439,0.84048,1.81698,0.92551,0.000213337,0.000213337,0.000213337
76,241.751,0.7715,1.7274,0.90048,0.28574,0.55377,0.40607,0.31602,0.81052,2.03153,0.93078,0.000210585,0.000210585,0.000210585
77,244.622,0.78053,1.66226,0.90121,0.28861,0.58125,0.40409,0.32329,0.83567,1.80018,0.93334,0.000207833,0.000207833,0.000207833
78,247.626,0.78777,1.59586,0.9064,0.4151,0.4807,0.43479,0.34833,0.82921,1.95215,0.92776,0.000205081,0.000205081,0.000205081
79,250.197,0.76221,1.62512,0.88651,0.29218,0.46614,0.44007,0.34781,0.84924,1.78001,0.93171,0.000202328,0.000202328,0.000202328
80,252.947,0.77081,1.56648,0.88397,0.32052,0.44669,0.43968,0.3404,0.81639,1.80027,0.92411,0.000199576,0.000199576,0.000199576
81,255.834,0.79273,1.53924,0.90803,0.28943,0.52347,0.42313,0.33788,0.76145,1.99004,0.92013,0.000196824,0.000196824,0.000196824
82,258.434,0.78321,1.56593,0.90354,0.38677,0.5284,0.4262,0.33811,0.76882,1.9628,0.91781,0.000194072,0.000194072,0.000194072
83,261.167,0.77328,1.61807,0.90366,0.41408,0.40013,0.45609,0.36305,0.78793,1.55864,0.91512,0.00019132,0.00019132,0.00019132
84,264.211,0.77458,1.56223,0.88772,0.36257,0.51893,0.42118,0.33182,0.77913,1.57808,0.90962,0.000188567,0.000188567,0.000188567
85,266.98,0.75934,1.48708,0.89027,0.35125,0.45221,0.42133,0.32778,0.7562,1.59752,0.91658,0.000185815,0.000185815,0.000185815
86,272.172,0.76437,1.50004,0.89782,0.29088,0.51502,0.42223,0.3337,0.74615,1.67507,0.91369,0.000183063,0.000183063,0.000183063
87,275.376,0.76371,1.50413,0.89084,0.33264,0.47407,0.43417,0.33556,0.77155,1.74762,0.91491,0.000180311,0.000180311,0.000180311
88,278.436,0.75399,1.49489,0.89808,0.34649,0.4346,0.44634,0.35048,0.83478,1.59771,0.92094,0.000177559,0.000177559,0.000177559
89,281.325,0.76365,1.43447,0.90629,0.3557,0.4409,0.44471,0.34982,0.73331,1.54879,0.91349,0.000174806,0.000174806,0.000174806
90,284.297,0.75566,1.42032,0.89205,0.41103,0.44491,0.46427,0.36428,0.74594,1.64454,0.91007,0.000172054,0.000172054,0.000172054
91,287.216,0.77026,1.45927,0.89364,0.32245,0.56213,0.48138,0.37015,0.77684,1.51279,0.908,0.000169302,0.000169302,0.000169302
92,290.075,0.74052,1.42371,0.87868,0.30902,0.49537,0.43149,0.33859,0.75054,1.44499,0.9066,0.00016655,0.00016655,0.00016655
93,292.944,0.75471,1.42884,0.88923,0.39053,0.4268,0.47351,0.37598,0.76835,1.81842,0.91037,0.000163798,0.000163798,0.000163798
94,295.984,0.77044,1.42428,0.89734,0.36609,0.47226,0.43471,0.34182,0.76248,1.79995,0.91754,0.000161045,0.000161045,0.000161045
95,298.871,0.74071,1.35814,0.89038,0.32858,0.53958,0.4862,0.37846,0.75588,1.74753,0.9111,0.000158293,0.000158293,0.000158293
96,301.793,0.74299,1.38993,0.89527,0.36112,0.46348,0.46708,0.362,0.75447,1.63988,0.91409,0.000155541,0.000155541,0.000155541
97,306.725,0.7577,1.36313,0.89125,0.29813,0.58634,0.48131,0.37262,0.79288,2.13569,0.92014,0.000152789,0.000152789,0.000152789
98,309.757,0.75476,1.40875,0.88232,0.41135,0.42748,0.45104,0.35379,0.81127,1.73914,0.92424,0.000150037,0.000150037,0.000150037
99,312.563,0.74175,1.32816,0.89175,0.42163,0.424,0.46993,0.37429,0.8472,1.87508,0.93005,0.000147284,0.000147284,0.000147284
100,315.118,0.74281,1.3221,0.88289,0.32941,0.43419,0.43728,0.34669,0.82224,2.05752,0.92598,0.000144532,0.000144532,0.000144532
101,318.017,0.75751,1.37947,0.89571,0.36475,0.54058,0.47764,0.37653,0.773,1.97232,0.91494,0.00014178,0.00014178,0.00014178
102,321.098,0.74334,1.34223,0.891,0.34857,0.49132,0.45094,0.35046,0.76298,1.73614,0.91289,0.000139028,0.000139028,0.000139028
103,324.025,0.71537,1.32442,0.88555,0.38247,0.493,0.44356,0.35153,0.79075,1.68986,0.92036,0.000136276,0.000136276,0.000136276
104,326.811,0.74578,1.29263,0.88837,0.37974,0.4599,0.45959,0.36223,0.80186,1.98429,0.91997,0.000133523,0.000133523,0.000133523
105,329.37,0.75183,1.27976,0.89489,0.49338,0.38503,0.44977,0.34826,0.77368,1.72609,0.91337,0.000130771,0.000130771,0.000130771
106,332.121,0.75053,1.31292,0.88669,0.38447,0.51513,0.47278,0.36197,0.76986,1.63297,0.90882,0.000128019,0.000128019,0.000128019
107,335.326,0.73853,1.25728,0.88239,0.48278,0.4095,0.45178,0.34909,0.77376,1.6852,0.90938,0.000125267,0.000125267,0.000125267
108,340.028,0.71743,1.25208,0.87905,0.29902,0.50782,0.45533,0.35201,0.7882,1.74637,0.92047,0.000122515,0.000122515,0.000122515
109,343.109,0.69593,1.2137,0.87216,0.27484,0.55445,0.43436,0.33862,0.78083,1.48707,0.91082,0.000119762,0.000119762,0.000119762
110,345.955,0.72199,1.20924,0.88516,0.39728,0.42689,0.46772,0.35702,0.81543,1.58014,0.9129,0.00011701,0.00011701,0.00011701
111,348.952,0.72549,1.24151,0.87582,0.41519,0.42649,0.4683,0.37534,0.7912,1.50136,0.91499,0.000114258,0.000114258,0.000114258
112,351.904,0.72109,1.2383,0.87975,0.3302,0.49437,0.48189,0.3802,0.78838,1.9129,0.91064,0.000111506,0.000111506,0.000111506
113,354.681,0.70456,1.16354,0.87087,0.40223,0.43798,0.49055,0.39474,0.80462,1.77627,0.91739,0.000108754,0.000108754,0.000108754
114,357.884,0.72449,1.13401,0.87852,0.34628,0.51256,0.48369,0.38859,0.76985,1.63857,0.91625,0.000106001,0.000106001,0.000106001
115,361.222,0.72832,1.20799,0.88381,0.38375,0.46072,0.48964,0.39061,0.7586,1.9407,0.90914,0.000103249,0.000103249,0.000103249
116,364.529,0.70352,1.14334,0.87775,0.34016,0.5166,0.4708,0.37826,0.7566,1.61571,0.91362,0.000100497,0.000100497,0.000100497
117,367.755,0.69949,1.14558,0.87226,0.42342,0.42286,0.45445,0.35875,0.75323,1.65957,0.91248,9.77448e-05,9.77448e-05,9.77448e-05
118,370.882,0.73028,1.16187,0.88588,0.49459,0.40343,0.48515,0.37742,0.75916,1.70531,0.91067,9.49926e-05,9.49926e-05,9.49926e-05
119,376.09,0.69803,1.12069,0.87197,0.35327,0.5296,0.48042,0.38147,0.76134,1.59857,0.91514,9.22404e-05,9.22404e-05,9.22404e-05
120,379.259,0.71353,1.10257,0.87775,0.43477,0.46698,0.49395,0.38439,0.79028,1.36124,0.91717,8.94882e-05,8.94882e-05,8.94882e-05
121,382.478,0.71631,1.11538,0.86888,0.5667,0.39646,0.49154,0.38235,0.83886,1.41937,0.92089,8.6736e-05,8.6736e-05,8.6736e-05
122,385.399,0.70564,1.12281,0.87044,0.49952,0.42176,0.48021,0.37189,0.84358,1.49743,0.91694,8.39838e-05,8.39838e-05,8.39838e-05
123,388.057,0.69354,1.09404,0.87754,0.3456,0.50805,0.45151,0.3521,0.84003,1.5796,0.9193,8.12316e-05,8.12316e-05,8.12316e-05
124,390.689,0.71107,1.11702,0.87495,0.55513,0.35123,0.48958,0.37493,0.83293,1.78213,0.91972,7.84794e-05,7.84794e-05,7.84794e-05
125,393.643,0.70937,1.14933,0.86587,0.45996,0.3859,0.45991,0.35167,0.77505,1.6499,0.91084,7.57272e-05,7.57272e-05,7.57272e-05
126,396.606,0.71651,1.14173,0.8753,0.32922,0.50799,0.42773,0.33658,0.82758,1.61234,0.91873,7.2975e-05,7.2975e-05,7.2975e-05
127,399.319,0.68885,1.1071,0.87356,0.37564,0.46853,0.43941,0.34328,0.84425,1.62308,0.91989,7.02228e-05,7.02228e-05,7.02228e-05
128,402.038,0.71811,1.08895,0.8937,0.49441,0.40265,0.49265,0.3775,0.79259,1.65334,0.91766,6.74706e-05,6.74706e-05,6.74706e-05
129,404.92,0.70572,1.06291,0.87019,0.3521,0.49027,0.49618,0.3861,0.807,1.58882,0.92321,6.47184e-05,6.47184e-05,6.47184e-05
130,409.588,0.71768,1.05505,0.88328,0.36992,0.45565,0.47837,0.37755,0.81598,1.71799,0.91981,6.19662e-05,6.19662e-05,6.19662e-05
131,412.179,0.69211,1.03184,0.87459,0.30183,0.52006,0.48076,0.37367,0.79278,1.76819,0.91378,5.9214e-05,5.9214e-05,5.9214e-05
132,415.065,0.68025,1.04561,0.86452,0.35379,0.55161,0.48757,0.38404,0.80418,1.75463,0.91378,5.64618e-05,5.64618e-05,5.64618e-05
133,417.763,0.69378,1.06687,0.86559,0.47056,0.4647,0.49709,0.39479,0.8162,1.61345,0.91367,5.37096e-05,5.37096e-05,5.37096e-05
134,420.469,0.6775,1.06919,0.86936,0.48067,0.46349,0.50102,0.40151,0.82131,1.59731,0.91797,5.09574e-05,5.09574e-05,5.09574e-05
135,423.681,0.68362,1.02703,0.86588,0.37556,0.51752,0.49266,0.39015,0.82914,1.66359,0.91749,4.82052e-05,4.82052e-05,4.82052e-05
136,426.551,0.68587,1.06333,0.87135,0.47972,0.40946,0.47021,0.36937,0.83761,1.63935,0.91573,4.5453e-05,4.5453e-05,4.5453e-05
137,429.746,0.68143,1.02076,0.87287,0.35911,0.47288,0.46407,0.36759,0.84291,1.57241,0.91704,4.27008e-05,4.27008e-05,4.27008e-05
138,432.905,0.6839,1.01625,0.87058,0.35504,0.5073,0.4778,0.37803,0.8308,1.60735,0.91335,3.99486e-05,3.99486e-05,3.99486e-05
139,435.991,0.68102,1.04761,0.86727,0.49154,0.41235,0.47675,0.37013,0.80699,1.58201,0.91121,3.71964e-05,3.71964e-05,3.71964e-05
140,441.013,0.67035,1.01661,0.87,0.46604,0.41544,0.47122,0.36417,0.81775,1.62062,0.91233,3.44442e-05,3.44442e-05,3.44442e-05
141,445.275,0.68375,1.01694,0.88787,0.31932,0.531,0.48381,0.37911,0.84816,1.65205,0.91584,3.1692e-05,3.1692e-05,3.1692e-05
142,448.356,0.66,1.11047,0.86982,0.50144,0.38987,0.47626,0.3746,0.87791,1.7274,0.91677,2.89398e-05,2.89398e-05,2.89398e-05
143,451.112,0.67092,1.04158,0.86936,0.45203,0.44075,0.46532,0.36418,0.89588,1.69146,0.91683,2.61876e-05,2.61876e-05,2.61876e-05
144,453.965,0.65863,1.0096,0.85967,0.42521,0.44343,0.4619,0.36216,0.91824,1.6591,0.91961,2.34354e-05,2.34354e-05,2.34354e-05
145,456.894,0.65736,0.97971,0.86249,0.432,0.45577,0.46079,0.36134,0.94133,1.70756,0.92312,2.06832e-05,2.06832e-05,2.06832e-05
146,459.851,0.64898,0.98404,0.86606,0.39992,0.45167,0.455,0.35503,0.92099,1.73638,0.92153,1.7931e-05,1.7931e-05,1.7931e-05
147,462.596,0.65148,0.97153,0.87005,0.31547,0.54393,0.44917,0.3488,0.9106,1.7088,0.92042,1.51788e-05,1.51788e-05,1.51788e-05
148,465.801,0.64709,0.95131,0.86218,0.40331,0.4535,0.4496,0.34987,0.90291,1.72282,0.91935,1.24266e-05,1.24266e-05,1.24266e-05
149,469.032,0.6497,1.00422,0.86819,0.43964,0.43192,0.4526,0.35302,0.90324,1.7161,0.92004,9.6744e-06,9.6744e-06,9.6744e-06
150,471.721,0.63897,0.93688,0.85749,0.44379,0.4283,0.45632,0.35684,0.90216,1.70936,0.92071,6.9222e-06,6.9222e-06,6.9222e-06
